text,label
im seventeen years old with a government job ask me if i give two fucks about the next bitch ,"[1, 0, 0]"
im sick and tired of faggot cages trying to see how long before moses kills a royal worldseries barrybonds jokes,"[1, 0, 0]"
im sick and tired of the above the fray crowd theyre all the same crowd the mushy moderate the contrarian etcwake up pussies war,"[1, 0, 0]"
im sick as fuck this shit is for the birds,"[1, 0, 0]"
im sick of dudes posting videos of them singing on vine do that shit in the shower or something fags,"[1, 0, 0]"
im sick of niggas lying im sick of bitches hawking matter of fact im sick of talking rip big ,"[1, 0, 0]"
im sick of you hoes for real i got somebody that looks up to me so i aint bout no pussy shit,"[1, 0, 0]"
im sick of you hoes oml,"[1, 0, 0]"
im sippin on patron nigga my bitch bad to the bone nigga she fucked up im fucked up she like how we gon get home nigga ,"[1, 0, 0]"
im so excited to hang out with my bitches@lauriemckinley,"[1, 0, 0]"
im so faded my nigga im about to disappear in this bitch,"[1, 0, 0]"
im so glad i dont wake up lookin like one those medusa lookin bitches,"[1, 0, 0]"
im so high high high that a bitch cant blow my high,"[1, 0, 0]"
im so mad cause hoes think its funny,"[1, 0, 0]"
im so mother fucken sexy i have no time to be a retard,"[1, 0, 0]"
im so raw is problem the best song tyga will have anything after that is trash,"[1, 0, 0]"
im so sick of u niggers,"[0, 1, 0]"
im so tired of this damn job man i wanna blow this bitch up lol,"[1, 0, 0]"
im sorry but if your costume is a naughty school girl this yr i will forever consider u a basic bitch becreative followers,"[1, 0, 0]"
im sorry but this makes me feel so free like a fucking majestic bird gotonelessproblemwithoutya ,"[1, 0, 0]"
im sorry but why should i care about what bitch my nigga was fucking w before me,"[1, 0, 0]"
im sorry im sorry i cant fuc wit u no mo hoe and im sorry ,"[1, 0, 0]"
im starting to act hollywood round this bitch,"[1, 0, 0]"
im starting to not like meek this nig a lil to arrogant for me,"[0, 1, 0]"
im sticking withtheory that black pussy tastes like strawberry milk,"[1, 0, 0]"
im still mad because this nigga really said i got bitches texting me asking me oh really but let me say sum wit that in it ,"[1, 0, 0]"
im still weak off the bitch gettin pissed on lol,"[1, 0, 0]"
im stuck in my room the house is shifting or whatever and it used to be just kind of a bitch to open my door but now its like stuck,"[1, 0, 0]"
im such a bitch sometimes lol,"[1, 0, 0]"
im such a bitch to austin ,"[1, 0, 0]"
im such a retard sometimes,"[0, 0, 1]"
im surewould add this helpful parenthetical explanation if these were redneck peckerwood teabaggers ,"[0, 1, 0]"
im surprised im still at school tbh i can be quite the retard at times im either exceptional at a subject or absolute shiteee,"[1, 0, 0]"
im talkin bout superb punching the ref was on some hoe shit against carlton haywood dude took a full minute of unanswered @royceda,"[1, 0, 0]"
im thankful for dem big booty hoes doe realtalk,"[1, 0, 0]"
im the biggest redskins dam right now if they get this stop,"[0, 0, 1]"
im the bitch that a come out n sweats n still have ya nigga checking for me,"[1, 0, 0]"
im the crazy bitch that will call you times in one hour,"[1, 0, 0]"
im the gym looking at bitches booty creeping ,"[1, 0, 0]"
im the man around dis bitch baby,"[1, 0, 0]"
im the pull bitch,"[1, 0, 0]"
im the real tony montana i got naked bitches on a banana boat,"[1, 0, 0]"
im the type of person who act like i dont care to certain reactions but truly im a little bitch inside,"[1, 0, 0]"
im thinking he has low level ocd of some sort that or hes just goin full retard pretty sure full retard,"[1, 0, 0]"
im tired of bitches thinking they cool when they ugly if youre ugly bitch thats all you are is ugly,"[1, 0, 0]"
im too much of a bitch to say anything about that,"[1, 0, 0]"
im too nice to people but when i finally decide to say something im a bitch wonderful ,"[1, 0, 0]"
im tryna eat steaks n dis hoe wanna eat peanutsvoice,"[1, 0, 0]"
im tryna face fuck kesha you bitches bringin beef ill get the lettuce n ketchup,"[1, 0, 0]"
im tryna turn ms to bs innis bitch and i aint never paid to be wit no bitch,"[1, 0, 0]"
im turning into a heartless bitch,"[1, 0, 0]"
im up and at it before the birds wake up so you cant tell me shit,"[1, 0, 0]"
im up bored denna bitch,"[1, 0, 0]"
im up hoe,"[1, 0, 0]"
im use to these hoes dont play,"[1, 0, 0]"
im with bitches amp of em mix,"[1, 0, 0]"
im with another nigga bitch ,"[1, 0, 0]"
ima be even pretty julisa work magic on bitches lol i keep stalking her ig to see how perfect i want my braids its hard to pick,"[1, 0, 0]"
imma go with cuz them scream bitches stayed getting knocked over an shit fuck them pussies without surprise they shitty,"[1, 0, 0]"
ive been sleeping with my mom for the past few weeks and i swear this bitch is having sex dreams or something always moaning in her sleep,"[1, 0, 0]"
ive been tryin to tell niggaslesbian porn have the finest bitches,"[1, 0, 0]"
ive eaten six packs of hello kitty fruit snacks today because i can bitch im an adult,"[1, 0, 0]"
ive got a birds eye view of all the secrets you keep,"[0, 0, 1]"
ive got everybody skurting these hoes ,"[1, 0, 0]"
ive got saltine crackers and red wine here is it possible to diy a communion i uh havent been to church in awhile tbtweets,"[0, 0, 1]"
ive never felt this comfortable around a crazy in my life ole cool crazy ass bitch this my nigga right here,"[1, 0, 0]"
ive never had a twinkie,"[0, 0, 1]"
ive never had a problem w anybody here ive been w the company for a year and then this snitch fucking bitch is trying to get me fired,"[1, 0, 0]"
ive pretty much eaten an entire box of my nephews cheese nips i only feel bad a little,"[0, 0, 1]"
ive seen majorleauge with charlie sheenand the giants committed sin when they worshipped barrybonds as a batting coachgt,"[0, 0, 1]"
ive seen every episode of scrubs ever sense the first episode niggah,"[1, 0, 0]"
ive told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,"[1, 0, 0]"
i i see some hoes in hurrrr,"[1, 0, 0]"
i for one welcome our new eastern panhandle overlords and hope they do a better job than the yokels who got us here in the first place,"[0, 0, 1]"
ig be the bid bitches an these dumb ass faces lol,"[1, 0, 0]"
im our here filling these hoes jaw side,"[1, 0, 0]"
isis jihadis discuss buying and selling yezidi girls as slaves tcot pjnet,"[0, 0, 1]"
isis jihadis in australia shoot man in the face chanting isis will stay tcot pjnet,"[0, 0, 1]"
isis supporters in america the jihadis next door ,"[0, 0, 1]"
ian watch maury in so long maury wear jeans on the show now i guess he like fk i need to dress up for these ghetto ass ppl anymore,"[1, 0, 0]"
ibukis shaved pussy fingered and fucked before her tight little rosebud of an ass isdestroyed ,"[1, 0, 0]"
id light that bitch on fire starting with that ratchet ass weave,"[1, 0, 0]"
id make you look like an absolute pussy because youre too scared to say anything to my face hahahahahaha,"[1, 0, 0]"
id rather be your niggah,"[1, 0, 0]"
idc i eat the pussy ,"[1, 0, 0]"
idc about none of these bitches ,"[1, 0, 0]"
idgaf i have my coon moments,"[1, 0, 0]"
idgaf about someone havin a curelet this bitch burn,"[1, 0, 0]"
idgaf about these money hungry bitches,"[1, 0, 0]"
idgaf about you flat chested hoes feelings either you a grown ass man nigga,"[1, 0, 0]"
idgaf about you regardless bitch you got me all day,"[1, 0, 0]"
idgaf about you or ya mens ya bitch none of these bitches yall all can fuck off for all i care,"[1, 0, 0]"
idgaf if its pm in the afternoon bitch make my pancakes,"[1, 0, 0]"
idgaf if thats sounds illogical this twitter bitch,"[1, 0, 0]"
idgaf what anyone say gambling is stupid like if you constantly bitch about not having money why tf would you go to a casino,"[1, 0, 0]"
idgaf what u do to get it long as u go hard in that sell drugs credit cards checks strip sell pussy whatever jst dnt b halfassed,"[1, 0, 0]"
idiotic censorship drive by france president fails to understand that hes empowering jihadis by censoring the internet wholesale fail,"[0, 0, 1]"
idk about yall but i loves me a thirsty bitch atleast they not afraid to peruse a nigga,"[1, 0, 0]"
idk broa bunch of hoes really doesnt compare to having that one faithful girl bruh,"[1, 0, 0]"
idk how i have friends im so blunt and sarcastic people probably think im a raging bitch,"[1, 0, 0]"
idk how bitches trust other bitches sooo easily i still have the same friends,"[1, 0, 0]"
idk maybe its just me being bitter but giving bitches money and just being a genuine nigga aint got me nowhere so fuck that struggle hoe,"[1, 0, 0]"
idk whats worse then a broke hoe with potential,"[1, 0, 0]"
idk where this nigga jus went but he better find me some food before i become a real life bitch,"[1, 0, 0]"
idk who tf roro amp sophie are but im glad they got bitches twerkin for the vine in they whips,"[1, 0, 0]"
idk why bitches think they players lol bitches have zero game,"[1, 0, 0]"
idont want a bestfriend boyfriend homeboy nor homegirl fuck all yall bitches ctfu idc idc,"[1, 0, 0]"
ifdidnt know i love your coon ass cuz ,"[1, 0, 0]"
ifpost more pic of his waves im bringing my scurl back on these hoes for the ,"[1, 0, 0]"
if ashton is trash then what does that make me come on guys someone like ashton cant be trash he makes too many people smile,"[0, 0, 1]"
if bradley cooper wins an oscar before ryan gosling does imma cut a bitch,"[1, 0, 0]"
if california chrome doesnt go off at even money or better i might flip a trash can over i mean damn can i get oh the humanity,"[1, 0, 0]"
if dirty d was still around i wonder how many of you younger guys he would call a disrespectful son of a bitch,"[1, 0, 0]"
if dj khaled eats nicki minajs pussy he finna taste everyone in the rap industry,"[1, 0, 0]"
if drew stubbs were a pimp he couldnt even hit a hoe,"[1, 0, 0]"
if i become president everybodys on lockdown im gonna run this bitch like a penitentiary,"[1, 0, 0]"
if i called you a bitch then youd prolly hate me if i called you a bad bitch then youll prolly thank me,"[1, 0, 0]"
if i cant make no money off of you then bitch i dont even want to you,"[1, 0, 0]"
if i dont like that hoe i turn her ass into a frisbee,"[1, 0, 0]"
if i dont unwrap a big booty hoe today im going rio be outraged,"[1, 0, 0]"
if i ever ate your pussy before and you fucked over niggas before that let me know right now because you owe me you dirty bitch,"[1, 0, 0]"
if i ever committ a crime you can cite lvl as being the sole influence,"[0, 0, 1]"
if i ever saw kendall jones in person id kill her on sight i hate that bitch more than anything in life,"[1, 0, 0]"
if i fuck a nigga bitch ima just record it an keep fuckin her til she play dumb then ima have to show him,"[1, 0, 0]"
if i had a dollar for every time someone called me maggie id make it rain on all these hoes,"[1, 0, 0]"
if i had hair i would seriously go for a perm now genetics is a stone cold bitch,"[1, 0, 0]"
if i hit you w that shotty bitch i bet that body flip,"[1, 0, 0]"
if i hold the door open for you bitch you betta say thank you or imma slam the door in ya back,"[1, 0, 0]"
if i post a picture of my woman all you hoes jumping off a bridge tonight lol,"[1, 0, 0]"
if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it,"[1, 0, 0]"
if i see another bitch with a rolly bag ima diesel that bitch,"[1, 0, 0]"
if i smoke with ya bitch its over,"[1, 0, 0]"
if i was a guy id definitely dress up as the fuck her right in the pussy guy,"[1, 0, 0]"
if i was stranded on a desert island and i could only bring thing i would bring dora that hoe has everything in that backpack,"[1, 0, 0]"
if i were a kid todaymichelle obamas lunch would wind up in the trash can,"[0, 0, 1]"
if i were born black i would have tons of kids never work get lots of free stuff amp bitch about it thank god i wasntwhat a drag id b,"[1, 0, 0]"
if i wore a tutu no bitch would want me thats what our dog is gonna be telling himself everyday ,"[1, 0, 0]"
if im legit trying the worst thing you can do is try and play games with me youll get the bird sooo fast,"[0, 0, 1]"
if im sharing my nigga with every other bitch why tf do i want him he aint no longer special the heck,"[1, 0, 0]"
if ive never seen her do some hoe shit with my own eyes then i refuse to let another nigga influence my thoughts on her so what,"[1, 0, 0]"
if kubiak was a player theyd pump him with painkillers and tell him to stop being a pussy,"[1, 0, 0]"
if temple beats rutgers today i will be a happy clam,"[0, 0, 1]"
if a bitch annoying she getting left,"[1, 0, 0]"
if a bitch bit my dick id probably beat the shit out of her,"[1, 0, 0]"
if a bitch choosin let her choose lmao that is all ,"[1, 0, 0]"
if a bitch dont like me sumthin wrong wit da bitch,"[1, 0, 0]"
if a bitch dont taste her own you shouldnt even dare eat it ,"[1, 0, 0]"
if a bitch has to fuss ampampfight over a niggah thats hugged up ampamp bood up w the next bitch clearly doesnt gaf bout u,"[1, 0, 0]"
if a bitch is bad n single she single fo a reasonhoe prolly cray or a runna,"[1, 0, 0]"
if a bitch makes u moan during sex she owns your soul ,"[1, 0, 0]"
if a chick wants me to eat her pussy then leave ill accept gladly lol,"[1, 0, 0]"
if a cute bitch fucks with a lame nigga she automatically becomes times less attractive in my eyes,"[1, 0, 0]"
if a nigca neva told you bitch you got some bomb azz puzzy kill yaself bitch ,"[1, 0, 0]"
if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame all deez niggas here corny asl,"[1, 0, 0]"
if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch,"[1, 0, 0]"
if a nigga phone broke best believe he only gon memorize his main bitch number or the bitch thats cash in him out number ,"[1, 0, 0]"
if a spic ever talks to a white person and the white person kills them its self defense,"[0, 1, 0]"
if a teacher gave me some pussy in elementary school i got to tell somebody,"[1, 0, 0]"
if a teacher tried to throw me some pussy when i was in school nigga i aint sayin shit,"[1, 0, 0]"
if anxiety was a person id kill that bitch so fuckin fast,"[1, 0, 0]"
if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back ,"[1, 0, 0]"
if anyone wants to bring me a sweet tea to my party thatd make my bday perfect well that and cracker barrel ,"[0, 0, 1]"
if anything ive ever said has offended you thats a you problem not a me problem dont be such a little bitch,"[1, 0, 0]"
if eating the pussy makes you happy im all for it ,"[1, 0, 0]"
if ever sports seemed scripted this ending to this yankee game proved it,"[0, 0, 1]"
if everybody already hit of course a nigga cant take you seriously idk why hoes be so surprised,"[1, 0, 0]"
if her bio says only god can judge me shes a hoe,"[1, 0, 0]"
if her mom wasis a hoe then shes most likely a hoe too where do you think she learned it from,"[1, 0, 0]"
if i aint hit that bitch then i aint hit that bitch why lie about it thats petty bullshit,"[1, 0, 0]"
if i fucked her i know every niggah want her,"[1, 0, 0]"
if i straighten my hair its gonna be long and the hoes gonna hate ,"[1, 0, 0]"
if i was to get a rich girl so be it at least she likes me she saw something in me you hoes didnt see,"[1, 0, 0]"
if i wasnt a yankee fan i probably would be a sf giants fan lol,"[0, 0, 1]"
if it wasnt for this blanket my nips would be harder than the search for anne frank,"[1, 0, 0]"
if joining the army gets you bitches then to the army i go,"[1, 0, 0]"
if luke hemmings really thinks theyre trash i must be fucking dibc you boys are beautiful dammit,"[1, 0, 0]"
if my anger materialized it would be a fucking atom bomb to blow this bitch up,"[1, 0, 0]"
if my bf posts a pic of my daughter just like it and keep scrolling your comments arent necessary yes bitch i know shes cute,"[1, 0, 0]"
if my bitch wear a bacon braim taking that ass to funky town,"[1, 0, 0]"
if my friends dont wanna hangout my automatic response is to call them a bitch whoops,"[1, 0, 0]"
if my tweets hit too close to home why you subbing me lil stupid ass bitch check ya own fucking self issues lil bitch,"[1, 0, 0]"
if not for gz trayvon would be alive right this second smoking a bowl and tweeting about bitches and hoes such a nice kid he was,"[1, 0, 0]"
if not then you are a coward and afraid showing you have no faithjust another devils bitch,"[1, 0, 0]"
if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,"[0, 0, 1]"
if only everyone knew the real youfakest bitch i know,"[1, 0, 0]"
if only my new local mall wasnt so ghetto,"[1, 0, 0]"
if only you bitches really knew,"[1, 0, 0]"
if pussy lips could talk ill go down there like its whispering,"[1, 0, 0]"
if she a hoe im a hoe,"[1, 0, 0]"
if she a hoe on social media she a hoe in real life too,"[1, 0, 0]"
if she aint yo lady u better not text her ass good morning quit treating these side hoes like wifey material,"[1, 0, 0]"
if she aint talkin to you then who she talking to cus you know bitches cant stop talking trustissues,"[1, 0, 0]"
if she dont appreciate that and say yes the bitch aint real,"[1, 0, 0]"
if she hates being kissed in the mouth she a hoetell me different,"[1, 0, 0]"
if she know yo name way before you meet her then dat bitch a eatta,"[1, 0, 0]"
if she makes a good sandwhich and she give a good blowy wife dat hoe up that way you can eat while she eatting,"[1, 0, 0]"
if she wears these to dinner then shes paying for her own food because im treating that bitch like a stranger ,"[1, 0, 0]"
if shell tell you shes a badd bitch then listen shes bad for your health,"[1, 0, 0]"
if some one isnt an anglosaxon protestant they have no right to be alive in the us none at all they are foreign filth,"[0, 1, 0]"
if someone is part of james x then hes a white trash cultist,"[0, 1, 0]"
if someone pushes you too hard today they may be surprised ho more for capricorn ,"[0, 0, 1]"
if that pussy aint organic preservative free no growth hormones fresh usda approved i aint fuckin with it,"[1, 0, 0]"
if that pussy dont come with head i dont want it,"[1, 0, 0]"
if thats yo hoe thats my hoe ,"[1, 0, 0]"
if thats what yall hoes want then fuck it,"[1, 0, 0]"
if theget dempster they just look like theyre getting older smh bring some youth mlb,"[0, 0, 1]"
if the yankees cant beat the red sox they dont even deserve to be in the playoffs yankees redsox mlb,"[0, 0, 1]"
if the crust aint graham cracker keep that pie,"[0, 0, 1]"
if the only thing she talks about is her eyebrows she got forest pussy,"[1, 0, 0]"
if the servers for black ops acts gay today this is my bitch fo the nite ,"[1, 0, 0]"
if the words whore hoe slut prostitute ect werent invented their would be alot more pussy to go round,"[1, 0, 0]"
if the world was free of sucka free it would be just me and my nigs left,"[1, 0, 0]"
if them niggas pussy we douche em we clean em out,"[1, 0, 0]"
if these hoes aint lying about being fat they hiding a backpage profile some where,"[1, 0, 0]"
if this bitch dont turn crash in ,"[1, 0, 0]"
if this bitch hangs up on me one more time,"[1, 0, 0]"
if this bitch new the amount of shit i spoke bout her on my twittah lol,"[1, 0, 0]"
if train officers that are wearing body armor stand back to watch the smoke clear why does every gun ho wanna be ,"[0, 0, 1]"
if u a bad bitch enjoyyaday,"[1, 0, 0]"
if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,"[1, 0, 0]"
if u aint fucking u aint sucking wat u doin hoe ,"[1, 0, 0]"
if u bad niggas a really play nice to get to the pussy then that ass gone ,"[1, 0, 0]"
if u expect me to stop playin with niggas but u playin widd bitches i cant deal,"[1, 0, 0]"
if u got yo shit pulled upp past yo bellybutton you are too old for yoga pants bitch it aint ,"[1, 0, 0]"
if u know this bitch u know ur mexican ,"[1, 0, 0]"
if u not talking bout money or weed bitch i dont even wanna talk to you,"[1, 0, 0]"
if ur bitch starts fukin yappin tae ill make sure i break something vital warning call polis with hazard that results in permanent damage,"[1, 0, 0]"
if viagra was for bitches itd be called niagra,"[1, 0, 0]"
if we get any trick of treaters i will be giving out android advice so stop on in faggots,"[1, 0, 0]"
if yall preppy bitches ever arguing like this at a party and dont do nothing yall getting hit with a bottle fr,"[1, 0, 0]"
if yall niggas gon be gay why yall gotta be so over the top dressing up in bitch shit that women wouldnt even dare wear smh,"[1, 0, 0]"
if yer gonna continue to be a contrarian bitch go die then ive no time for such trifling,"[0, 1, 0]"
if yo name wus in this song you wus a hoe then amp a overgrown thot now ,"[1, 0, 0]"
if yo nigga catch you cheating and beat yo ass in front yo lil yeah and lil yeah dont help you still give him pussy ladies,"[1, 0, 0]"
if yo pussy good my pullout game weak,"[1, 0, 0]"
if you like chocolate or sodapop and you tweet bad about happycolumbusdayyou are a fuckin retard hypocritegt,"[1, 0, 0]"
if you a bad bitch put ya hands up high,"[1, 0, 0]"
if you a hoe ima treat you like one just like if youre a good girl ima treat you like one i dont discriminate,"[0, 0, 1]"
if you a top notch bitch lemme here you holler ,"[1, 0, 0]"
if you act like a fucking retard when your high its over mane stay away from me,"[1, 0, 0]"
if you aint stevie js bitch of course youll call him the scum of the earthhis bitches hooked while theyre upset though,"[1, 0, 0]"
if you aint a hoe get up out my trap house,"[1, 0, 0]"
if you aint ma bro you better watch yo bitch borrow yo hoe introduce ma pimp ,"[1, 0, 0]"
if you aint my bro your bitch single in my eyes ,"[1, 0, 0]"
if you aint sucking dick why you sitting there with puckered lips thats collagen muhfuckin bitch,"[1, 0, 0]"
if you are descended from anything less than european nobility andor royalty then you are nontitled common gutter trash,"[0, 0, 1]"
if you are out clubbing every weekend and leaving your child with your baby momma i dont wanna hear you bitch about child support ,"[1, 0, 0]"
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash,"[1, 0, 0]"
if you ask me every bitch gay,"[1, 0, 0]"
if you attractive people just gone up and assume you got hoes,"[1, 0, 0]"
if you ballin then buy ya bitch something,"[1, 0, 0]"
if you balling buy yo bitch somethin,"[1, 0, 0]"
if you body count more then mine you a hoe js,"[1, 0, 0]"
if you cant turn instagram likesfollows into some real life shit trash,"[1, 0, 0]"
if you didnt have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash,"[0, 0, 1]"
if you dont fuck withyour either a slackin b a turd burgular c a pussy face or d all of the above whichisit ,"[1, 0, 0]"
if you dont know what yo bitch doing tuat aint you bitch im just sayin,"[1, 0, 0]"
if you dont say thank you after someone holds the door open for you youre a bitch,"[1, 0, 0]"
if you dont know uncle jj your a bitch,"[1, 0, 0]"
if you enjoy hunting for sport then youre trash if you hunt for food you deserve to starve,"[0, 0, 1]"
if you follow me on twitter and you are being loud cunt on the swings at wintersmith dont be a stranger ,"[1, 0, 0]"
if you fuckin for your rent you a lame hoe,"[1, 0, 0]"
if you get into an argument with someone and say have a nice life amp good luck in ohio thats a fuck you bitch leave,"[1, 0, 0]"
if you go to the barber shop on friday you have to your charger and some snacks in that bitch ,"[1, 0, 0]"
if you going to the strip club every weekend you will never experience earned pussy,"[1, 0, 0]"
if you got a body count already in you cant talk about anybody being a hoe,"[1, 0, 0]"
if you got a good girl dont turn her into a bad bitch,"[1, 0, 0]"
if you got a nigga and you another nigga wcw you a hoe ,"[1, 0, 0]"
if you got a problem with me bring it up with me before i tense up on yo bitch ass ,"[1, 0, 0]"
if you got charge a nigga up for tryna talk to your chick you really a insecure faggot and have no control over her,"[1, 0, 0]"
if you got tats on your breast you a trash ass bitch and stay far away from me with ya acid pussy,"[1, 0, 0]"
if you got to act like you cuffing a bitch to get ass your a lame forreal real niggas let bitches know what it is from jump,"[1, 0, 0]"
if you hang with hoes youre a hoe by association if you try and debate this youre a hoe if you get offended by this youre a hoe,"[1, 0, 0]"
if you have chemistry the only other thing you need is timing but timings a bitch,"[1, 0, 0]"
if you have your friends jump into a fight it shows that youre just an overall pussy,"[1, 0, 0]"
if you hoes stop shaving im running around spraying nair on all of yall,"[1, 0, 0]"
if you jump someone youre a bitch,"[1, 0, 0]"
if you jump someone youre a bitch regardless the situation,"[1, 0, 0]"
if you kill all cops and cracker babies what next black states white states and latino states isnt that moving backwards,"[0, 1, 0]"
if you know a guy has a newborn baby why the fuck are you trying to talk to him desperate ass hoe,"[1, 0, 0]"
if you like the k gold rillos your a pussy,"[1, 0, 0]"
if you love somebody you cant cheat have hoes do certain shit cause them limits type shit,"[1, 0, 0]"
if you must call me a cracker please call me a cheezit not a saltine,"[0, 0, 1]"
if you not his momma or his sisters goodbye bitch i do not have time for that,"[1, 0, 0]"
if you not lickin toes you a basic bitch and i cant fuck with a basic bitch,"[1, 0, 0]"
if you not my bitch i really dont care ,"[1, 0, 0]"
if you one of my hoes make yourself known,"[1, 0, 0]"
if you only like cheese pizza youre a pussy stay away from me and my lovely combination pizza,"[1, 0, 0]"
if you rat on your family just so you dont get in trouble youre a little bitch bloodthickerthanwater,"[1, 0, 0]"
if you really know me you know all the problem i go through with all these hating ass bitches,"[1, 0, 0]"
if you said more today on the internet about duck dynasty than about the northwestimperative youre a useless whigger,"[1, 0, 0]"
if you say any of the following words the convo is over nigger nigga swag yolo fag retard,"[0, 1, 0]"
if you say anything about me ill knock ur boyfriend out go for it bitch your boyfriend is a pubeless runt,"[1, 0, 0]"
if you see me speak bitch ,"[1, 0, 0]"
if you single just start hitting up those hoes ,"[1, 0, 0]"
if you slow down for a puddle youre a bitch,"[1, 0, 0]"
if you sneak dissing amp i come to you tryna address the initial issue amp you say it aint nothing you a bitch,"[1, 0, 0]"
if you sweat pussy its somethin new to you,"[1, 0, 0]"
if you take a long time to text back you a hoe,"[1, 0, 0]"
if you tell a dyke she looks just like a nigga is that a compliment ive always wondered that,"[1, 0, 0]"
if you texting other niggas just let me know so i can find me some other bitches no hard feelings,"[1, 0, 0]"
if you think that the term redskins being offensive is a political issue you are ignorant,"[0, 0, 1]"
if you want it come and buy it aint no mufuckin fronting nowadays niccas playing games about a few hunnedloud,"[1, 0, 0]"
if you was a bitch nigga in you still gona be a bitch nigga in ,"[1, 0, 0]"
if you will fuck or try and fuck ya niccas girl you a buster lol,"[1, 0, 0]"
if you work a graveyard shift she cheating on you off tops somebody else gon be tucking ya bitch in,"[1, 0, 0]"
if you would have followed george washington in it means that youre white trash,"[0, 1, 0]"
if youre a male and hoeshos andor bitches is your default word for womenyou gotta go remove yourself please,"[1, 0, 0]"
if youre a whiney bitch have a zima and shut the fuck up democrats ,"[1, 0, 0]"
if youre acting like more of a bitch than your bitch theres a problem,"[1, 0, 0]"
if youre being a little scared bitch about the possibility of a louisville purgejust go to ferguson,"[1, 0, 0]"
if youre gonna be a hoe then dont look for relationships you lost that privilege when you decided to be a hoe,"[1, 0, 0]"
if youre having girl problems i feel bad for you son i got problems but a bitch aint one,"[1, 0, 0]"
if youre not attractive bitch you aint making my drinks tf you think this is,"[1, 0, 0]"
if youre not directly descended from european royalty and upper nobility then youre not fully human youre just common gutter trash,"[0, 0, 1]"
if youre not watching this seahawks game youre hella bitch,"[1, 0, 0]"
if youve ever been to drunk to fish you might be a redneck,"[0, 0, 1]"
if your a nigga and you use the term yassssssssss im just gonna assume your a fag,"[1, 0, 0]"
if your main reason for disliking something is because it is popular there is a chance youre a little stupid idiot bitch baby child,"[1, 0, 0]"
if your parents let you drink underage theyre fucking retarded and so are you,"[1, 0, 0]"
if your pussy stink you aint goin to heaven,"[1, 0, 0]"
if your twitter is private but your instagram is public u r probs a trash talking thot,"[1, 0, 0]"
if youu let yo bitch leave with another niggah and dont say shit thats on youu,"[1, 0, 0]"
iggy azaelia is no one hit wonder she is a bad bitch,"[1, 0, 0]"
iggy is trending twitters trash today,"[0, 0, 1]"
igot to level so far on flappy birds smh,"[0, 0, 1]"
ihate a nosie bitch ,"[1, 0, 0]"
ihate them mad bitches where the glad ones at,"[1, 0, 0]"
iite peyton dont be a faggot this drive,"[1, 0, 0]"
ik his bitch ass saw me mentioned his tall ass,"[1, 0, 0]"
iknow a couple mf that does this there favorite line i wouldnt do that thats young bitch stopp your young minded,"[1, 0, 0]"
ill fire that nina like its her first day on the job an the bitch over slept,"[1, 0, 0]"
ill take yo bitch and make her everybody bitch,"[1, 0, 0]"
illist bitch alive,"[1, 0, 0]"
im a single bitch on this money shit ,"[1, 0, 0]"
im a boogie ass niggahs to these fast hoes,"[1, 0, 0]"
im a different niggaif the pussy good im not tryna fuck for no minsim stopping backing out it anything i ca think of to last longer,"[1, 0, 0]"
im a ghetto ass nigga you suburban,"[1, 0, 0]"
im a queer mmm,"[1, 0, 0]"
im a rich niggaaaaa i need a rich bitch,"[1, 0, 0]"
im a south side niggah fuck around fuck around,"[1, 0, 0]"
im a twat,"[0, 0, 1]"
im a westside niggah so you know im rockin wit game,"[1, 0, 0]"
im about to fuck taylors bitch ass up,"[1, 0, 0]"
im about to get all the pussy,"[1, 0, 0]"
im addicted to bad bitches like i never had bitches,"[1, 0, 0]"
im allowed to trip on my bitch she cant trip on me tho,"[1, 0, 0]"
im back bitches,"[1, 0, 0]"
im back to square one no bitches no weed a lotta hang ova,"[1, 0, 0]"
im done with life im just ready to wake up and have pussy for breakfast everyday,"[1, 0, 0]"
im elated i passed on my creative gene to my daughter but she also got the retarded gene too,"[1, 0, 0]"
im from the you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono,"[1, 0, 0]"
im getting sleepy this water doing a bitch right,"[1, 0, 0]"
im glad i met this chick reminds me the trash i left behind,"[0, 0, 1]"
im hardly on this hoe anymore lol,"[1, 0, 0]"
im ice cube u can call me the grinch i got ur list but i aint giving u shit bitch,"[1, 0, 0]"
im in a full suit bow tie and all at a restaurant amp called my frat a bitch ass niggacaught myself bc im around white ppl staring at me lol,"[1, 0, 0]"
im in mickey ds and he gone ask for a double cheese burger wit no cheese foh,"[0, 0, 1]"
im just a young niggah out here chasing ins til im in the driver seat of my benz,"[1, 0, 0]"
im just a young niggah tryna live my life long,"[1, 0, 0]"
im just gettin started oh yeah we got it bitch,"[1, 0, 0]"
